NUMERO_PIECE;DT_ECRITURE;FICHIER;LIBELLE;HT;TVA;TTC;EXERCICE_COMPTABLE;IDT_MODE_REG;IDT_STATUT;IDT_SS_CATEGORIE
101016224-NDF_0165;10/10/2016;224-NDF_0165.pdf;MAAF Assurance Sant� 2016;22,97;5,67;28,64;2017;5;1;18
459-NDF_0354;12/10/2016;459-NDF_0354.pdf;Red Hippo;73,18;7,32;80,5;2017;3;1;15
460-NDF_0355;13/10/2016;460-NDF_0355.pdf;Pizza Pai;47,57;4,76;52,32;2017;3;1;15
;  ;�;�;3,9;0,78;4,68;2017;  ;1;  
461-NDF_0356;13/10/2016;461-NDF_0356.pdf;Le Rio Liz;33,38;4,12;37,5;2017;3;1;15
462-NDF_0357;14/10/2016;462-NDF_0357.pdf;Le Val;36,36;3,64;40;2017;3;1;15
463-NDF_0358;17/10/2016;463-NDF_0358.pdf;Le Val;34,45;3,45;37,9;2017;3;1;15
464-NDF_0359;18/10/2016;464-NDF_0359,pdf;Resto Novo;15,3;1,53;16,83;2017;3;1;15
10_366-NDF_0366;20/10/2016;366-NDF_0366.pdf;RSI 2016;�;�;241;2017;5;1;5
2016_10_420-NDF_1974493;20/10/2016;420-NDF_1974493.pdf;Mercedes - LOA;�;�;414,57;2017;5;1;9
468-NDF_0362;21/10/2016;468-NDF_0362.pdf;Dragon D'orient;13,18;1,32;14,5;2017;4;1;15
;24/10/2016;�;Dragon D'orient;�;�;49,4;2017;3;1;15
;25/10/2016;�;Paiement TVA ;�;�;756;2017;5;1;1
;27/10/2016;�;LOA Mercedes;�;�;�;2017;1;1;9
465-NDF_0360;28/10/2016;465-NDF_0360.pdf;Royal Caf�;47,45;4,75;52,2;2017;3;1;15
466-NDF_0361;29/10/2016;466-NDF_0361.pdf;Carburant Auto;16,72;3,34;20,06;2017;3;1;10
467-FAC_1630380045;29/10/2016;467-FAC_1630380045.pdf;Fnac;233,33;46,66;279,99;2017;3;1;21
469-NDF_0363;31/10/2016;469-NDF_0363.pdf;Forfait mobile d'Octobre 2016;�;�;20;2017;5;1;33
;  ;  ;Forfait internet dOctobre 2016;�;�;20;2017;5;1;34
;  ;  ;EDF Octobre 2016;�;�;20;2017;5;1;32
470-NDF;02/11/2016;470-NDF_0364.pdf;Carburant Auto;41,67;8,33;50;2017;3;1;10
471-NDF_0365;07/11/2016;471-NDF_0365.pdf;URSSAF 2016;�;�;2555;2017;5;1;6
472-NDF_0366;07/11/2016;472-NDF_0366.pdf;Pizza Pino;14,64;1,46;16,1;2017;3;1;15
101116439-NDF_0334;10/11/2016;439-NDF_0334.pdf;MAAF Assurance Auto Pro;181,18;45,29;226,47;2017;5;1;18
101116224-NDF_0165;10/11/2016;224-NDF_0165.pdf;MAAF Assurance Sant� 2016;22,97;5,67;28,64;2017;5;1;18
473-NDF_0367;10/11/2016;473-NDF_0367.pdf;Dragon D'orient;52,27;5,23;57,5;2017;3;1;15
474-FAC_290156501;10/11/2016;474-FAC_EUVINS1-OFS-FR-290156501.pdf;Amazon;99,44;5,47;104,91;2017;3;1;24
475-NDF_0368;14/11/2016;475-NDF_0368.pdf;Royal Cafe;60,18;6,02;66,2;2017;3;1;15
;15/11/2016;�;Croisette Beach;�;�;359,3;2017;3;1;36
476-NDF_0369;18/11/2016;476-NDF_0369.pdf;Sushi Kyo;51,33;5,47;56,8;2017;3;1;15
11_366-NDF_0366;21/11/2016;366-NDF_0366.pdf;RSI 2016;�;�;241;2017;5;1;5
2016_11_420-NDF_1974493;21/11/2016;420-NDF_1974493.pdf;Mercedes - LOA;�;�;414,57;2017;5;1;9
;22/11/2016;�;Paiement TVA ;�;�;2268;2017;5;1;1
477-FAC_408-8495632-3650726;23/11/2016;477-FAC_408-8495632-3650726,pdf;Amazon;�;�;12,99;2017;3;1;24
478-NDF_0370;23/11/2016;478-NDF_0370.pdf;Carburant Auto;�;�;60;2017;3;1;10
479-NDF_0371;28/11/2016;479-NDF_0371.pdf;Royal Velizy;18,09;1,81;19,9;2017;3;1;15
;29/11/2016;�;Amende Radar;�;�;90;2017;3;1;8
480-NDF_0372;30/11/2016;480-NDF_0372.pdf;Royal Cafe;27,09;2,71;29,8;2017;3;1;15
481-NDF_0373;09/11/2016;481-NDF_0373.pdf;New Tokyo;34;3,4;37,4;2017;4;1;15
482-NDF_0374;10/11/2016;482-NDF_0374.pdf;Viet Thai;26,82;2,68;29,5;2017;4;1;15
483-NDF_0375;17/11/2016;483-NDF_0375.pdf;Kyoto;19,36;1,94;21,3;2017;4;1;15
484-NDF_0376;25/11/2016;484-NDF_0376.pdf;Royal Velizy;18,09;1,81;19,9;2017;4;1;15
485-NDF_0377;30/11/2016;485-NDF_0377.pdf;New Tokyo;51,27;5,13;56,4;2017;4;1;15
485-NDF_0378;30/11/2016;485-NDF_0378.pdf;Forfait mobile de Novembre 2016;�;�;20;2017;5;1;33
;  ;  ;Forfait internet de Novembre 2016;�;�;20;2017;5;1;34
;  ;  ;EDF de Novembre 2016;�;�;20;2017;5;1;32
486-NDF_0379;01/12/2016;486-NDF_0379.pdf;Sushi Kyo;48;4,8;52,8;2017;3;1;15
487-NDF_0380;02/12/2016;487-NDF_0380.pdf;Royal Caf�;46,36;4,64;51;2017;3;1;15
488-NDF_0381;04/12/2016;488-NDF_0381.pdf;Number 5;23,09;2,31;25,4;2017;3;1;15
489-NDF_0382;07/12/2016;489-NDF_0382.pdf;Sushi Kyo;48;4,8;52,8;2017;3;1;15
490-NDF_0383;10/12/2016;490-NDF_0383.pdf;Royal Velizy;18,09;1,81;19,9;2017;4;1;15
491-NDF_0384;11/12/2016;491-NDF_0384.pdf;Number 5;16,27;1,63;17,9;2017;3;1;15
492-NDF_0385;15/12/2016;492-NDF_0385.pdf;Sushi Kyo;48;4,8;52,8;2017;3;1;15
;16/12/2016;�;Impots sur la soci�t� 2016;�;�;332;2017;5;1;3
493-NDF_0386;17/12/2016;493-NDF_0386.pdf;Number 5;20,02;2,38;22,4;2017;4;1;15
494-NDF_0387;17/12/2016;494-NDF_0387.pdf;Carburant Auto;54,28;10,85;65,13;2017;3;1;10
;19/12/2016;�;Impots : TVS 2016;�;�;1502;2017;1;1;2
495-NDF_0388;27/12/2016;495-NDF_0388.pdf;Royal Caf�;112,27;11,23;123,5;2017;3;1;15
496-FAC_9070368766109;04/12/2016;496-FAC_9070368766109.pdf;Darty;165,83;33,17;199;2017;3;1;21
;06/12/2016;�;Assurance HISCOX;�;�;242,17;2017;5;1;17
;08/12/2016;�;Amazon;�;�;49;2017;3;1;24
091216439-NDF_0334;09/12/2016;439-NDF_0334.pdf;MAAF Assurance Auto Pro;181,18;45,29;226,47;2017;5;1;18
121216224-NDF_0165;12/12/2016;224-NDF_0165.pdf;MAAF Assurance Sant� 2016;22,97;5,67;28,64;2017;5;1;18
12_366-NDF_0366;20/12/2016;366-NDF_0366.pdf;RSI 2016;�;�;241;2017;5;1;5
2016_12_420-NDF_1974493;20/12/2016;420-NDF_1974493.pdf;Mercedes - LOA;�;�;414,57;2017;5;1;9
;21/12/2016;�;TVA sur la facture F-059-2016-10-IV;�;�;2326;2017;5;1;1
497-NDF_0389;31/12/2016;497-NDF_0389.pdf;Forfait mobile de D�cembre 2016;�;�;20;2017;5;1;33
;  ;  ;Forfait internet de D�cembre 2016;�;�;20;2017;5;1;34
;  ;  ;EDF de D�cembre 2016;�;�;20;2017;5;1;32
498-NDF_0390;04/01/2017;498-NDF_0390.pdf;SUSHI KYO;24;2,4;26,4;2017;3;1;15
100117499-NDF_0391;10/01/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;�;�;205,24;2017;5;1;18
100117500-NDF_0392;10/01/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;�;�;28,64;2017;5;1;18
1_501-NDF_0393;11/01/2017;501-NDF_0393.pdf;CIPAV 2017;�;�;1 158,30;2017;5;1;7
;16/01/2017;�;IS 2017;�;�;597;2017;5;1;3
2017_01_420-NDF_1974493;20/01/2017;420-NDF_1974493.pdf;Mercedes - LOA;�;�;414,57;2017;5;1;9
1_502-NDF_0394;20/01/2017;502-NDF_0394.pdf;RSI 2017;�;�;299;2017;5;1;5
F2017-01-14;20/01/2017;F2017-01-14_mlso_2016.pdf;Facture Expert Comptable;1920;384;2304;2017;5;1;26
504-NDF_0396;22/01/2017;504-NDF_0396.pdf;Pizza Pai;15,91;1,59;17,5;2017;4;1;15
505-NDF_0397;31/01/2017;505-NDF_0397.pdf;Dragon D'orient;44,73;4,47;49,2;2017;4;1;15
;27/01/2017;�;TVA;�;�;854;2017;5;1;1
503-NDF_0395;31/01/2017;503-NDF_0395.pdf;Forfait mobile de Janvier 2017;�;�;20;2017;5;1;33
;  ;  ;Forfait internet de Janvier 2017;�;�;20;2017;5;1;34
;  ;  ;EDF de Janvier 2017;�;�;20;2017;5;1;32
506-NDF-0398;06/02/2017;506-NDF-0398.pdf;URSSAF 2016;�;�;2433;2017;5;1;6
100217499-NDF_0391;10/02/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;�;�;199,25;2017;5;1;18
100217500-NDF_0392;10/02/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;�;�;28,64;2017;5;1;18
2_501-NDF_0393;13/02/2017;501-NDF_0393.pdf;CIPAV 2017;�;�;1 158,30;2017;5;1;7
2_502-NDF_0394;20/02/2017;502-NDF_0394.pdf;RSI 2017;�;�;299;2017;5;1;5
2017_02_420-NDF_1974493;20/02/2017;420-NDF_1974493.pdf;Mercedes - LOA;�;�;414,57;2017;5;1;9
;27/02/2017;�;TVA sur la facture F-061-2016-12-IV;�;�;2 236;2017;5;1;1
507-NDF-0399;27/02/2017;507-NDF-0399.pdf;Hippopotamus;73,55;7,35;92,8;2017;3;1;15
508-NDF_0400;27/02/2017;508-NDF_0400.pdf;Nuit de Chine;30,82;3,08;33,9;2017;3;1;15
509-NDF_0401;27/02/2017;509-NDF_0401.pdf;Carburant Auto;57,17;11,43;68,6;2017;3;1;10
510-FAC_1703380124;02/02/2017;510-FAC_1703380124.pdf;Fnac;140,83;28,17;169;2017;3;1;21
511-NDF_0402;20/02/2017;511-NDF_0402.pdf;Sushi Kyo;12;1,2;13,2;2017;3;1;15
512-NDF_0403;28/02/2017;512-NDF_0403.pdf;Forfait mobile de F�vrier 2017;�;�;20;2017;5;1;33
;  ;  ;Forfait internet de F�vrier 2017;�;�;20;2017;5;1;34
;  ;  ;EDF de F�vrier 2017;�;�;20;2017;5;1;32
;02/03/2017;�;Amende Radar;�;�;34;2017;5;1;8
513-NDF_0404;07/03/2017;513-NDF_0404.pdf;Dragon D'orient;41,45;4,15;45,6;2017;3;1;15
100317499-NDF_0391;10/03/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;�;�;199,25;2017;5;1;18
100317500-NDF_0392;10/03/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;�;�;28,64;2017;5;1;18
3_501-NDF_0393;13/03/2017;501-NDF_0393.pdf;CIPAV 2017;�;�;1 158,30;2017;5;1;7
514-NDF_0405;12/03/2017;514-NDF_0405.pdf;Nuit de Chine;30,82;3,08;33,9;2017;3;1;15
515-NDF_0406;13/03/2017;515-NDF_0406.pdf;Sushi Kyo;12;1,2;13,2;2017;3;1;15
516-NDF_0407;15/03/2017;516-NDF_0407.pdf;Number 5;52,73;5,27;58;2017;3;1;15
517-NDF_0408;13/03/2017;517-NDF_0408.pdf;Recouvrement TVA;�;�;85;2017;1;1;1
518-NDF_0409;16/03/2017;518-NDF_0409.pdf;Nuit de Chine;18,55;1,85;20,4;2017;3;1;15
3_502-NDF_0394;20/03/2017;502-NDF_0394.pdf;RSI 2017;�;�;299;2017;5;1;5
2017_03_420-NDF_1974493;20/03/2017;420-NDF_1974493.pdf;Mercedes - LOA;�;�;414,57;2017;5;1;9
519-NDF_0410;17/03/2017;519-NDF_0410.pdf;Le Royal Caf�;42,54;4,26;46,8;2017;3;1;15
520-NDF_0411;19/03/2017;520-NDF_0411.pdf;Carburant Auto;�;�;50,15;2017;3;1;10
521-NDF_0412;20/03/2017;521-NDF_0412.pdf;Dragon D'orient;41,82;4,18;46;2017;3;1;15
522-NDF_0413;22/03/2017;522-NDF_0413.pdf;comptoir breton;2,42;0,48;48;2017;3;1;15
;  ;  ;  ;35,64;3,56;  ;2017;  ;1;40
;  ;  ;  ;5,9;  ;  ;2017;  ;1;40
523-FAC_17084480324;28/03/2017;523-FAC_17084480324.pdf;FNAC;457,42;91,48;548,9;2017;3;1;21
524-NDF_0414;28/03/2017;524-NDF_0414.pdf;LE Val;38;3,8;41,8;2017;3;1;15
;29/03/2014;  ;TVA sur la facture F-062-2017-01-IV;  ;  ;2 601;2017;5;1;1
525-FAC_17024501;30/03/2017;525-FAC_17024501.pdf;Greffe  D�p�t compte 2016;29,65;2,64;45,48;2017;1;1;28
526-FAC_17024504;30/03/2017;526-FAC_17024504.pdf;Greffe  D�p�t compte 2015;29,65;3,05;47;2017;1;1;28
527-NDF_0415;30/03/2017;527-NDF_0415.pdf;Olivium;18,18;1,82;20;2017;3;1;15
528-FAC_1708980023;31/03/2017;528-FAC_1708980023.pdf;Fnac;308,31;61,67;369,98;2017;3;1;21
529-NDF_0416;31/03/2017;529-NDF_0416.pdf;Le Royal Caf�;29,81;2,99;32,8;2017;3;1;15
530-NDF_0417;31/03/2017;530-NDF_0417.pdf;El Rancho;38,23;3,82;42,05;2017;3;1;15
531-NDF_0418;31/03/2017;531-NDF_0418.pdf;Forfait mobile de Mars 2017;  ;  ;20;2017;5;1;33
;  ;  ;Forfait internet de Mars 2017;  ;  ;20;2017;5;1;34
;  ;  ;EDF de Mars 2017;  ;  ;20;2017;5;1;32
532-NDF_0419;03/04/2017;532-NDF_0419.pdf;Le Perival;  ;  ;62,7;2017;3;1;15
533-NDF_0420;05/04/2017;533-NDF_0420.pdf;Perle d'Asie;41,27;4,13;45,4;2017;3;1;15
534-NDF_0421;07/04/2017;534-NDF_0421.pdf;Carburant Auto;42,37;9,88;52,25;2017;3;1;10
100417499-NDF_0391;10/04/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;  ;  ;199,25;2017;5;1;18
100417500-NDF_0392;10/04/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;  ;  ;28,64;2017;5;1;18
4_501-NDF_0393;10/04/2017;501-NDF_0393.pdf;CIPAV 2017;  ;  ;1 158,30;2017;5;1;7
535-NDF_0422;11/04/2017;535-NDF_0422.pdf;Grand Casino Cabourg;7,33;1,47;8,8;2017;3;1;15
;11/04/2017;  ;  ;14,64;1,46;16,1;2017;3;1;  
536-NDF_0423;  ;536-NDF_0423.pdf;Grand Casino Cabourg;3,75;0,75;4,5;2017;3;1;15
;  ;  ;  ;63,18;6,32;69,5;2017;3;1;  
;18/04/2017;  ;Kyriad Hotel;  ;  ;501;2017;3;1;36
4_502-NDF_0394;20/04/2017;502-NDF_0394.pdf;RSI 2017;  ;  ;299;2017;5;1;5
2017_04_420-NDF_1974493;20/04/2017;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2017;5;1;9
537-NDF-0424;19/04/2014;537-NDF-0424.pdf;Dragon D'orient;28,27;2,83;31,1;2017;3;1;15
;21/04/2017;  ;TVA sur la facture F-063-2017-02-IV;  ;  ;1755;2017;5;1;1
538-NDF-0425;25/04/2017;538-NDF-0425.pdf;Why Not;15,36;1,54;16,9;2017;3;1;15
NEOMA1703032;27/04/2017;NEOMA1703032Facture.pdf;Invivoo;183,1;18,31;201,41;2017;5;1;15
539-NDF_0426;27/04/2017;539-NDF_0426.pdf;Majoration TVA;  ;  ;260;2017;1;1;1
;27/04/2017;  ;Achat KBIS sur Greffe Infos;  ;  ;4,7;2017;3;1;27
540-NDF_0427;27/04/2017;540-NDF_0427.pdf;Royal Tokyo;47,45;4,75;52,2;2017;3;1;15
541-NDF_0428;30/04/2017;541-NDF_0428.pdf;Forfait mobile de Avril 2017;  ;  ;20;2017;5;1;33
;  ;  ;Forfait internet de Avril 2017;  ;  ;20;2017;5;1;34
;  ;  ;EDF de Avril 2017;  ;  ;20;2017;5;1;32
542-FAC_CS148010V;02/05/2017;542-FAC_CS148010V.pdf;Script Laser;245,8;49,15;294,95;2017;3;1;40
543-NDF_0429;03/05/2017;543-NDF_0429.pdf;Dragon D'orient;32,91;3,29;36,2;2017;3;1;15
544-NDF_0430;05/05/2017;544-NDF_0430.pdf;URSSAF 2017;  ;  ;2336;2017;5;1;6
545-NDF_04315;06/05/2017;545-NDF_0431.pdf;Go Sport;  ;  ;798,96;2017;3;1;40
546-NDF_0432;08/05/2017;546-NDF_0432.pdf;Le Canard P�rigourdin;  ;  ;62,35;2017;3;1;15
100517499-NDF_0391;10/05/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;  ;  ;199,25;2017;5;1;18
100517500-NDF_0392;10/05/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;  ;  ;28,64;2017;5;1;18
547-NDF_0433;10/05/2017;547-NDF_0433.pdf;Dragon D'orient;32,09;3,21;35,3;2017;3;1;15
5_548-NDF_0434;11/05/2017;548-NDF_0434.pdf;CIPAV 2017;  ;  ;521,13;2017;5;1;7
;11/05/2017;  ;Jardin des Gourmands;  ;  ;25,8;2017;3;1;15
549-NDF_0435;11/05/2017;549-NDF_0435.pdf;BB GRILL;37,91;3,79;41,7;2017;3;1;15
550-NDF_0436;01/05/2017;550-NDF_0436.pdf;Carburant Auto;48,98;9,79;58,77;2017;3;1;10
551-NDF_0437;13/05/2017;551-NDF_0437.pdf;Number 5;50,45;5,05;55,5;2017;3;1;15
;15/05/2017;  ;Le Royal;  ;  ;41,4;2017;3;1;15
552-NDF_0438;15/05/2017;552-NDF_0438.pdf;Dragon D'orient;28,64;2,86;31,5;2017;3;1;15
;16/05/2017;  ;Jardin des Gourmands;  ;  ;33,5;2017;3;1;15
553-NDF_0439;17/05/2017;553-NDF_0439.pdf;La table d'Home - Ch�teau Forme;25,09;2,51;31;2017;3;1;15
;  ;  ;  ;2,83;0,57;  ;2017;  ;1;40
5_502-NDF_0394;20/05/2017;502-NDF_0394.pdf;RSI 2017;  ;  ;299;2017;5;1;5
2017_05_420-NDF_1974493;20/05/2017;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2017;5;1;9
554-FAC_AEU-2017-9760448;17/05/2017;554-FAC_AEU-INV-FR-2017-9760448.pdf;Amazon;10,2;0,56;10,76;2017;3;1;21
554-NDF_0440;19/05/2017;554-NDF_0440.pdf;La table d'Home - Ch�teau Forme;25,09;2,51;31;2017;3;1;15
;22/05/2017;  ;TVA sur la facture F-064-2017-03-IV;  ;  ;2268;2017;  ;1;1
555-NDF_0441;24/05/2017;555-NDF_0441.pdf;La table d'Home - Ch�teau Forme;25,09;2,51;31;2017;3;1;15
556-NDF_0442;27/05/2017;556-NDF_0442.pdf;Nuit de Chine / Garden Wok;15,36;1,54;16,9;2017;3;1;15
557-NDF_0443;26/05/2017;557-NDF_0443.pdf;La Villa;29,09;2,91;32;2017;3;1;15
558-NDF_0444;25/05/2017;558-NDF_0444.pdf;L'Open;70;7;77;2017;3;1;15
559-NDF_0445;30/05/2017;559-NDF_0445.pdf;Number 5;69,09;6,91;76;2017;3;1;15
560-NDF_0446;30/05/2017;560-NDF_0446.pdf;Forfait mobile de Mai 2017;  ;  ;20;2017;5;1;33
;  ;  ;Forfait internet de Mai 2017;  ;  ;20;2017;5;1;34
;  ;  ;EDF de Mai 2017;  ;  ;20;2017;5;1;32
561-NDF_0447;01/06/2017;561-NDF_0447.pdf;Le Ferney;41,82;4,18;46;2017;3;1;15
562-NDF_0448;02/06/2017;562-NDF_0448.pdf;Le Ferney;50,43;4,22;56,3;2017;3;1;15
563-NDF_0449;02/06/2017;563-NDF_0449.pdf;Carburant Auto;  ;  ;63,52;2017;3;1;10
;06/06/2017;  ;Assurance HISTOX;  ;  ;227,17;2017;5;1;17
564-NDF_0450;03/06/2017;564-NDF_0450.pdf;WOK Sun Sevran;  ;12,06;139,6;2017;3;1;15
545-NDF_0431;07/06/2017;545-NDF_0431.pdf;Go Sport;  ;  ;797;2017;3;1;40
565-NDF_0451;08/06/2017;565-NDF_0451.pdf;CFE;  ;  ;301;2017;1;1;4
090617499-NDF_0391;09/06/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;  ;  ;199,25;2017;5;1;18
120617500-NDF_0392;12/06/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;  ;  ;28,64;2017;5;1;18
6_548-NDF_0434;13/06/2017;548-NDF_0434.pdf;CIPAV 2017;  ;  ;521,13;2017;5;1;7
566-NDF_0452;08/06/2017;566-NDF_0452.pdf;Toto Sushi;14,18;1,42;15,6;2017;3;1;15
567-NDF_0453;09/06/2017;567-NDF_0453.pdf;Shunda Shangai Express;33,54;3,3;36,9;2017;3;1;15
568-NDF_0454;12/06/2017;568-NDF_0454.pdf;Royal Caf�;27;2,7;29,7;2017;3;1;15
569-NDF_0455;16/06/2017;569-NDF_0455.pdf;Le Royal Velizy;18,09;1,81;19,9;2017;3;1;15
6_502-NDF_0394;20/06/2017;502-NDF_0394.pdf;RSI 2017;  ;  ;299;2017;5;1;5
2017_06_420-NDF_1974493;20/06/2017;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2017;5;1;9
570-NDF_0456;21/06/2017;570-NDF_0456.pdf;Le Garden;29,82;2,98;32,8;2017;3;1;15
BSDT_32837007;26/06/2017;Order_FR_HSB_BSDT_32837007_2017-06-23;Dell;2230,97;446,19;2677,16;2017;5;1;21
571-NDF_0457;24/06/2017;571-NDF_0457.pdf;Carburant Auto;25;5;30;2017;3;1;10
572-NDF_0458;24/06/2017;572-NDF_0458.pdf;The Frog;137,73;13,77;151,5;2017;3;1;15
;27/06/2017;  ;TVA Sur la facture F-065-2017-04-IV;  ;  ;1071;2017;5;1;1
573-NDF_0459;27/06/2017;573-NDF_0459.pdf;La Villa;55,45;5,55;61;2017;3;1;15
574-NDF_0460;28/06/2017;574-NDF_0460.pdf;La Villa;48,82;4,88;53,7;2017;3;1;15
575-NDF_0461;29/06/2017;575-NDF_0461.pdf;La table d'Home - Ch�teau Forme;55,2;5,02;62;2017;3;1;15
576-NDF_0462;30/06/2017;576-NDF_0462.pdf;Le Royal Velizy;18,09;1,81;19,9;2017;3;1;15
578-NDF_0464;04/07/2017;578-NDF_0464.pdf;Le royal Velizy;18,09;1,81;19,9;2017;3;1;15
579-NDF_0465;04/07/2017;579-NDF_0465.pdf;Le royal Caf�;46,9;4,7;51,6;2017;3;1;15
580-NDF_0466;05/07/2017;580-NDF_0466.pdf;Le royal Velizy;18,09;1,81;19,9;2017;3;1;15
545-NDF_04317;06/07/2017;545-NDF_0431.pdf;Go Sport;  ;  ;797;2017;3;1;40
581-NDF_0467;06/07/2017;581-NDF_0467.pdf;La Villa;67,73;6,77;74,5;2017;3;1;15
100717499-NDF_0391;10/07/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;  ;  ;199,25;2017;5;1;18
100717500-NDF_0392;10/07/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;  ;  ;28,64;2017;5;1;18
7_548-NDF_0434;11/07/2017;548-NDF_0434.pdf;CIPAV 2017;  ;  ;521,13;2017;5;1;7
582-NDF_0468;07/07/2017;582-NDF_0468.pdf;Carburant Auto;42,01;8,4;50,41;2017;3;1;10
583-NDF_0469;12/07/2017;583-NDF_0469.pdf;Le royal Velizy;18,09;1,81;19,9;2017;3;1;15
585-NDF_0470;13/07/2017;585-NDF_0470.pdf;La Villa;30,55;3,05;33,6;2017;3;1;15
585-NDF_0471;15/07/2017;585-NDF_0471.pdf;Nuit de chine / Garden Wok;30,73;3,07;33,8;2017;3;1;15
7_502-NDF_0394;20/06/2017;502-NDF_0394.pdf;RSI 2017;  ;  ;299;2017;5;1;5
2017_07_420-NDF_1974493;20/06/2017;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2017;5;1;9
586-NDF_0472;19/07/2017;586-NDF_0472.pdf;Shunda Shangai Express;71,27;7,1;78,4;2017;3;1;15
587-NDF_0473;20/07/2017;587-NDF_0473.pdf;Number 5;23,45;2,35;25,8;2017;3;1;15
588-NDF_0474;22/07/2017;588-NDF_0474.pdf;The Frog;115;11,5;126,5;2017;3;1;15
;25/07/2017;  ;TVA sur la facture F-066-2017-05-IV;  ;  ;2394;2017;5;1;1
589-NDF_0475;25/07/2017;589-NDF_0475.pdf;Carburant Auto;  ;  ;63,14;2017;3;1;10
590-NDF_0476;25/07/2017;590-NDF_0476.pdf;Father an Sons Velizy;182,5;36,5;219;2017;3;1;31
591-NDF_0477;26/07/2017;591-NDF_0477.pdf;MIDAS;243,33;48,67;292;2017;3;1;14
592-NDF_0478;28/07/2017;592-NDF_0478.pdf;Royal Velizy;12,27;1,23;13,5;2017;3;1;15
593-NDF_0479;31/07/2017;593-NDF_0479.pdf;Forfait mobile de Juillet 2017;  ;  ;20;2017;5;1;33
;  ;  ;Forfait internet de Juillet 2017;  ;  ;20;2017;5;1;34
;  ;  ;EDF de Juillet 2017;  ;  ;20;2017;5;1;32
;02/08/2017;  ;Majoration TVA paiement en retard;  ;  ;107;2017;1;1;1
594-NDF_0480;03/08/2017;594-NDF_0480.pdf;Plage de Passable Saint Jean Cap Ferrat;114,36;11,44;125,8;2017;3;1;15
595-NDF_0481;03/08/2017;595-NDF_0481.pdf;Le 72 Croissette;63,94;6,96;70,9;2017;3;1;15
596-NDF_0482;07/08/2017;596-NDF_0482.pdf;URSSAF 2017;  ;  ;4370;2017;5;1;6
597-NDF_0483;07/08/2017;597-NDF_0483.pdf;Nomad;29,06;3,14;32,2;2017;3;1;15
598-NDF_0484;09/08/2017;598-NDF_0484.pdf;Le Maori;74,18;7,42;81,6;2017;3;1;15
100817499-NDF_0391;10/08/2017;499-NDF_0391.pdf;MAAF Assurance Auto Pro;  ;  ;199,25;2017;5;1;18
100817500-NDF_0392;10/08/2017;500-NDF_0392.pdf;MAAF Assurance Sant� 2017;  ;  ;28,64;2017;5;1;18
599-NDF_0485;09/08/2017;599-NDF_0485.pdf;Carburant Auto;41,89;8,38;50,27;2017;3;1;10
8_548-NDF_0434;11/08/2017;548-NDF_0434.pdf;CIPAV 2017;  ;  ;521,13;2017;5;1;7
600-NDF_0486;11/08/2017;600-NDF_0486.pdf;Asian Grill;11,73;1,17;12,9;2017;3;1;15
;14/08/2017;  ;Carburant Auto;  ;  ;64,23;2017;3;1;10
601-NDF_0487;12/08/2017;601-NDF_0487.pdf;WOK Sun Sevran;63,27;5,23;68,5;2017;3;1;15
602-NDF_0488;17/08/2017;602-NDF_0488.pdf;Le Dragon d'Orient;16,45;1,65;18,1;2017;3;1;15
8_502-NDF_0394;21/08/2017;502-NDF_0394.pdf;RSI 2017;  ;  ;299;2017;5;1;5
2017_08_420-NDF_1974493;21/08/2017;420-NDF_1974493.pdf;Mercedes - LOA;  ;  ;414,57;2017;5;1;9
603-NDF_0489;18/08/2017;603-NDF_0489.pdf;Royal Velizy;23,55;2,35;25,9;2017;3;1;15
604-NDF_0490;20/08/2017;604-NDF_0490.pdf;African Lounge;10,83;2,17;101;2017;3;1;15
605-NDF_0491;22/08/2017;605-NDF_0491.pdf;La Villa;28;2,8;30,8;2017;3;1;15
;23/08/2017;  ;TVA sur la facture F-067-2017-06-IV;  ;  ;2268;2017;  ;1;1
606-NDF_0492;23/08/2017;606-NDF_0492.pdf;La Table d'Home;  ;75,27;93;2017;3;1;15
;26/08/2017;  ;Retrait DAB;  ;  ;100;2017;3;1;40
607-NDF_0493;30/08/2017;607-NDF_0493.pdf;Dragon D'orient;40,64;4,06;44,7;2017;3;1;15
